session_duration,bytes_sent,bytes_received,failed_logins,country_risk_score,is_vpn,is_malicious
159,9221,73651,0,16,0,1
954,1639,68766,6,50,1,0
957,91124,93719,2,28,1,0
24,17127,82116,2,68,0,1
404,74329,53110,4,92,1,0
805,9021,38265,5,60,1,0
516,50535,11628,1,12,0,1
732,10410,49708,2,16,0,0
364,64065,6014,5,53,0,0
382,96544,37236,2,54,0,1
532,70022,11279,4,49,1,1
956,97899,86108,8,36,0,0
152,94048,12176,2,62,1,0
562,82939,24883,5,84,1,0
689,12342,46816,4,26,1,1
947,9047,50398,4,56,0,0
608,71566,54404,5,90,0,0
617,61916,79460,5,22,1,1
420,48885,69935,0,73,1,0
250,607,8218,8,69,0,1
117,67072,76392,4,81,1,0
866,27251,57011,0,49,1,1
512,11718,73589,7,98,1,0
740,74386,15285,6,2,1,0
578,16222,41892,6,53,1,1
335,7454,80310,4,7,1,1
418,31079,50713,0,77,1,1
932,86536,34027,8,20,1,1
774,79476,486,8,94,0,1
295,52874,92253,7,30,0,1
938,5137,72828,4,75,1,1
755,28733,76381,2,95,1,0
371,24595,30120,7,67,0,0
186,64650,42778,0,59,0,0
246,81484,86795,2,66,0,0
637,36583,61494,6,3,1,0
268,73473,69045,3,56,0,0
643,34169,56514,6,79,0,0
237,7470,54916,4,17,1,1
530,72047,56018,5,52,0,0
552,39233,91381,6,7,1,1
21,96135,62794,9,5,0,0
911,95861,29555,6,98,0,1
737,792,38835,6,97,0,0
867,29026,94802,6,54,0,0
794,99882,93708,6,61,0,0
520,74084,12209,2,16,1,0
100,43490,45902,2,67,1,1
752,49693,68120,6,59,0,0
478,75709,34722,1,47,1,1
599,5309,2697,1,48,0,0
298,6633,40697,2,64,0,0
940,86697,41054,3,50,0,0
526,7311,69619,5,85,0,0
334,10027,56215,7,41,0,1
2,77563,43251,9,72,1,1
375,24694,17140,9,22,1,1
293,74952,44872,6,54,1,0
837,77813,96190,3,5,1,0
934,76482,63932,1,17,0,0
553,8033,28016,1,78,1,0
318,40796,44971,3,41,0,1
502,65549,26472,5,92,0,1
828,67716,61807,2,95,1,1
381,6189,39180,5,81,1,0
623,56648,42822,4,35,0,1
14,26223,29148,4,40,0,0
504,7897,85305,1,22,0,1
231,50113,9877,7,48,1,1
985,8446,54811,4,53,0,1
84,85514,36431,1,93,0,1
130,33772,21068,6,10,0,0
743,17753,54069,8,18,0,0
838,49656,11392,8,99,1,1
145,26240,40894,0,80,1,1
891,1284,79559,6,49,0,0
857,34593,50292,8,71,1,1
28,44248,27803,5,30,0,1
66,24946,84293,0,19,1,1
163,22295,69265,1,55,1,0
229,5706,67750,3,60,1,0
261,4056,56616,3,87,1,1
449,16655,91210,1,72,0,1
424,90485,97985,7,81,0,0
460,18790,22357,1,21,0,0
952,58602,83609,2,26,1,0
676,48949,91373,3,28,1,0
301,26447,51772,8,39,0,0
919,98825,63408,9,33,1,0
303,91421,77683,0,40,1,0
287,49156,22213,7,83,0,0
395,63951,794,4,29,1,1
10,98334,15688,6,20,0,1
707,81602,61856,7,20,1,0
630,96733,64185,4,74,0,1
270,81518,61242,7,12,1,0
592,70311,64473,9,97,1,1
970,41950,85703,7,25,1,0
605,78645,6804,8,25,1,0
778,27943,40236,1,4,1,1
844,62420,67607,2,4,0,1
862,29893,47461,0,9,1,1
361,39616,58947,3,15,0,1
257,17957,11541,4,26,0,1
133,19727,97112,0,79,0,0
276,61922,14777,7,90,1,0
776,84201,27918,1,92,0,0
683,91661,1968,0,71,1,1
972,52348,83691,1,32,1,0
513,55898,67364,4,76,1,0
313,93468,73268,8,99,0,1
576,44216,12143,8,52,1,0
886,75418,72039,1,32,1,1
980,88002,15832,1,9,1,1
284,28657,55344,2,78,0,0
121,71434,18626,6,13,0,0
107,75263,9440,2,56,0,1
933,78102,22494,0,44,0,1
687,42714,98657,5,97,1,0
997,12820,4202,2,96,0,0
204,57708,19259,0,83,1,0
165,72195,65192,3,30,0,0
305,84794,6312,0,16,1,0
497,96552,97460,0,12,0,1
632,87693,37505,1,74,0,1
556,35992,77161,9,66,0,0
824,77342,94396,7,18,1,0
156,77706,55286,1,13,1,0
367,1024,44339,1,93,0,0
719,51422,93093,9,24,0,0
902,26578,10632,9,12,0,1
620,71142,79154,7,60,0,1
251,46518,72112,5,60,0,0
957,62317,85379,3,93,0,0
916,90240,66640,2,86,1,0
882,80946,3371,0,1,1,1
334,73862,45582,2,43,1,1
642,11881,309,8,55,1,1
969,5615,91099,4,40,1,0
511,36233,5639,5,64,1,0
293,82608,20077,4,34,0,1
20,97728,74242,0,34,0,1
282,77046,99688,9,48,0,0
797,85158,68784,0,33,0,1
1,9195,99172,3,68,0,1
119,88683,5707,2,30,1,1
35,20570,85222,7,84,1,0
198,43229,94886,6,90,1,0
485,8631,52039,6,79,1,1
757,37138,18694,7,71,1,1
59,88039,58482,9,71,0,0
837,42774,7499,6,29,1,0
161,94758,25217,9,23,1,1
691,82576,98762,1,34,1,1
206,29931,33717,3,84,0,1
12,57274,7598,5,15,0,0
490,11379,50724,2,97,0,1
276,38320,9728,2,53,0,1
693,60710,429,5,17,0,1
242,52819,38719,0,64,0,1
216,53151,7132,0,84,1,1
251,72113,48194,4,61,1,0
811,56752,38134,0,57,1,1
126,65624,86258,9,77,0,1
994,83036,55364,7,88,0,0
217,6570,94220,1,37,0,0
306,67698,47950,5,7,0,1
797,41898,4822,9,8,1,1
185,53573,17872,9,87,0,1
39,19980,86205,4,78,0,0
223,44539,41779,9,68,0,0
184,14408,68871,3,21,0,0
495,91663,4676,0,61,0,0
427,96356,26807,2,74,1,1
178,35181,99504,3,86,0,0
919,75342,41732,1,94,0,1
428,50483,41576,1,94,1,0
294,9937,30385,1,80,0,1
852,52251,24254,0,75,0,1
151,36924,20154,9,86,1,1
384,33173,17265,1,29,1,0
638,97724,14539,5,25,1,1
813,93748,44618,2,58,1,1
308,26399,88151,9,14,1,1
336,58961,27062,4,78,1,0
946,30163,54034,0,66,1,1
746,69553,37863,7,54,1,0
892,68572,64194,3,77,1,1
375,14606,19564,8,67,1,0
8,94441,42136,3,30,0,1
341,79954,96049,1,18,1,1
129,26126,33370,2,54,1,1
776,27772,42399,4,21,1,1
669,38517,85905,9,53,1,0
352,52513,31641,5,83,1,1
358,65166,73645,6,16,0,1
517,59313,82643,3,28,0,1
495,51071,92098,6,4,0,0
86,27381,77178,9,55,1,0
175,28191,83070,2,15,1,0
802,50594,29865,6,64,0,1
193,18710,23869,3,65,1,0
311,1179,88101,7,16,1,0
119,95486,87504,8,20,0,0
218,46851,20256,6,64,1,1
427,86226,85936,7,33,1,0
970,55532,50581,7,81,1,1
414,31051,13535,1,69,1,0
114,80963,69750,8,69,1,0
978,78391,46436,5,58,1,1
145,59972,36235,3,39,1,1
538,7335,73731,4,77,0,1
648,82833,38009,9,36,0,0
303,62812,69587,4,94,1,1
744,21573,21568,6,68,1,1
881,67667,92709,8,87,0,0
588,79923,47755,6,21,0,1
987,32330,34441,8,63,0,1
840,84673,64282,3,85,0,0
345,92688,51886,9,6,0,0
814,68976,68404,9,24,0,0
964,40744,46614,3,53,0,1
801,48764,34079,5,95,1,0
1,45303,90987,7,83,0,1
147,66777,81081,8,76,0,0
287,25525,55207,0,78,0,0
976,84917,1260,0,50,1,0
654,86061,87997,7,12,1,1
53,97749,72677,6,56,1,1
304,69906,84403,8,15,0,1
69,42914,10946,2,83,0,1
361,70319,20024,9,92,0,1
602,49746,13982,4,40,1,0
958,39984,80374,2,41,1,0
220,95445,86655,4,69,1,0
962,69422,1195,9,69,1,0
704,21750,41083,0,6,1,1
966,94342,14223,3,87,1,1
575,9290,93768,5,67,0,1
585,38296,66715,1,33,1,0
161,39549,95293,6,43,1,0
681,39761,45378,7,21,1,1
89,29809,98011,0,84,1,0
688,80528,90390,3,65,0,0
781,75279,52099,3,17,0,1
585,10043,31253,4,93,1,0
757,43340,18444,3,8,0,1
589,45860,99877,8,64,0,0
159,21142,37756,6,90,0,1
489,43994,70615,1,28,0,0
971,6969,1312,0,98,0,1
324,61178,9101,8,90,0,1
610,56859,78884,0,13,0,0
381,44406,98823,5,13,1,0
102,55471,81244,1,38,0,1
494,21018,36527,3,25,1,1
644,28479,31468,5,62,0,1
614,90910,70919,4,23,0,1
19,83332,61260,5,86,0,1
454,3062,25954,2,21,1,0
482,13951,10815,4,54,0,0
594,45847,81801,1,63,1,0
397,52449,58884,6,30,0,0
279,70932,99744,2,75,0,0
851,56456,26897,0,68,1,1
365,14845,47673,7,97,0,0
331,5830,76220,7,76,0,0
641,14021,14880,2,73,0,1
344,98530,38005,6,32,1,1
822,71238,21673,8,75,0,0
455,83211,33459,7,24,0,0
601,19123,66162,2,7,0,1
725,45449,73491,1,72,1,0
655,81633,43563,9,97,0,1
65,83386,99696,6,89,1,0
76,42079,95118,6,1,0,0
711,22937,16671,8,3,0,0
143,15097,97376,4,28,1,0
917,88703,19242,3,43,1,1
915,45139,25204,7,97,1,1
828,21023,8725,3,46,1,0
605,8976,39299,3,1,1,0
473,61073,16026,1,38,0,0
417,2987,31318,0,91,0,0
305,63823,44572,3,35,1,1
736,42522,92016,6,74,0,1
497,51513,20666,8,76,0,0
291,2941,56225,8,74,1,1
940,28856,33305,9,54,1,1
102,71676,29817,0,98,1,0
986,10404,50084,4,24,0,0
267,30441,25235,6,28,1,0
867,4858,28264,6,22,0,1
968,17110,74589,9,16,1,1
622,60858,38662,5,13,1,1
974,31758,69210,9,62,1,1
842,49102,20269,3,43,1,0
962,1475,59958,2,87,0,0
942,99585,21704,8,78,0,0
777,22192,89770,9,32,0,1
3,590,88838,3,67,1,0
85,3829,784,7,91,0,0
794,6074,8107,0,83,0,1
328,85316,41887,6,86,0,0
816,83960,49682,5,57,1,1
450,96970,74891,0,65,0,1
454,21498,97898,3,69,1,0
924,34750,83729,4,49,1,0
629,21392,5882,7,33,0,1
221,3259,66870,3,19,0,0
154,98262,57745,2,36,1,0
665,62866,99824,1,70,1,1
12,94987,32096,3,15,1,0
133,17165,29304,9,97,0,1
994,21738,17252,3,24,1,1
304,1173,55286,9,27,1,1
293,46611,90655,4,49,1,1
975,84407,85124,6,75,0,0
300,29420,19789,8,23,1,0
740,69976,50790,1,33,1,0
783,35024,94142,4,41,1,1
43,81820,83351,9,56,1,0
944,40834,57420,8,29,1,1
343,68216,64326,2,31,0,1
326,40125,56191,0,65,0,0
814,94603,79401,1,98,1,0
498,2259,22042,5,18,1,1
364,49040,38812,4,82,1,1
891,79536,65377,0,6,1,1
427,77076,49732,0,52,1,1
21,14778,38131,3,40,1,0
407,61175,20578,3,65,0,0
619,47304,22651,5,42,1,0
336,12121,48168,5,94,1,1
815,6872,93708,9,68,0,1
117,67263,35661,5,32,0,0
124,73855,2992,0,10,0,0
399,23564,99602,9,69,0,0
793,51237,24495,8,9,1,1
804,30332,18856,6,69,0,1
715,61597,87810,6,61,0,1
51,74124,34751,6,11,0,0
783,51548,66433,1,99,1,0
324,84617,73845,1,91,1,0
789,1001,49406,5,68,1,0
141,88080,21446,6,74,0,0
470,83697,28124,2,97,1,0
787,2981,95050,3,8,0,1
802,29963,40918,2,49,0,0
334,5722,6047,6,24,0,0
893,1478,75253,6,33,0,1
964,83268,86340,3,19,1,1
373,93947,94338,6,2,1,1
564,71286,67528,4,55,1,1
494,45301,29854,0,11,1,1
539,59351,63455,9,99,0,1
669,72672,58341,3,17,0,0
751,39355,69060,6,42,0,0
156,63312,13518,1,61,0,0
291,50310,95522,1,3,0,0
648,22599,88693,0,86,1,1
144,51728,55284,1,35,1,1
106,61460,4933,9,85,0,0
420,4703,75530,7,89,0,1
670,93409,41933,7,66,1,1
658,85573,665,7,1,1,0
2,12732,40280,0,7,0,0
945,30707,18502,0,20,1,0
589,91973,42945,9,43,1,0
644,65856,75951,3,6,0,0
90,47094,12934,5,55,0,0
345,63482,67950,7,21,1,0
350,70454,37280,1,51,1,0
459,56444,3983,2,46,0,1
263,53875,75687,5,35,1,0
351,7449,11795,9,8,1,1
108,71254,23223,3,68,1,0
586,27564,58581,1,16,0,1
39,42724,73538,6,67,1,0
909,37444,17673,3,71,1,0
159,83891,95010,7,64,0,0
583,24399,56594,7,2,0,0
959,48075,12388,6,1,1,0
312,1562,47078,9,58,0,1
241,81541,72520,8,1,0,0
938,90556,76195,3,7,1,0
445,81888,54772,6,88,0,0
298,40681,61921,9,69,1,1
952,71389,83761,9,85,1,1
36,14275,69324,0,92,0,1
84,6291,89505,3,18,1,1
452,83534,54896,1,88,1,1
886,84618,44806,8,32,1,1
775,80258,4123,4,45,1,0
822,66637,82736,2,33,1,0
385,47745,36835,3,74,0,0
172,23383,73059,5,73,0,1
376,87071,39318,9,49,1,0
685,92859,12313,0,33,1,0
362,59223,98794,6,97,0,1
559,30124,28560,7,71,1,0
891,49730,64780,6,68,1,0
141,30834,31117,6,28,1,0
887,615,98636,8,87,0,1
918,66827,92138,3,53,1,1
118,97900,31090,6,96,0,0
277,46316,19615,8,44,1,0
726,71933,30091,4,80,1,1
220,58855,7734,1,55,0,1
905,27956,77134,4,10,0,1
26,73970,76552,3,14,1,1
521,24262,29477,7,36,1,0
783,6108,33101,4,34,1,1
10,8087,1491,8,88,0,0
984,62632,65306,8,18,1,1
378,96602,42315,2,16,0,0
633,3432,79820,9,37,1,1
637,66423,27214,5,41,1,1
682,39090,11982,5,25,1,1
584,9973,17373,3,8,1,0
152,82642,45747,9,88,1,0
720,85861,82765,2,84,1,0
49,36544,64992,0,94,1,0
154,35440,42779,6,84,0,1
859,5133,527,4,18,1,1
293,73424,97052,9,68,1,1
580,15789,66367,6,48,1,0
50,87234,899,0,70,1,1
664,95339,55759,7,67,0,1
531,166,94509,2,18,0,1
612,45346,7125,6,18,1,0
60,7633,14581,2,56,1,0
167,80739,25511,2,23,0,1
202,70252,96994,9,35,0,0
857,59758,15061,8,6,0,0
146,38598,21867,1,26,1,1
915,11872,51790,3,85,0,1
676,89485,52970,5,61,0,0
970,49136,36235,2,88,1,0
993,58631,64614,9,15,1,1
439,13040,87028,9,91,1,1
242,17032,78898,6,32,0,1
581,95405,70865,6,12,0,1
687,56927,23872,4,5,0,1
561,61531,18899,2,64,0,1
483,24748,23655,1,71,1,1
108,33066,92252,3,86,0,0
226,27877,19433,3,27,1,0
673,32667,4361,7,79,0,1
631,17274,69102,7,45,0,0
661,42698,46653,4,35,0,0
977,59299,3188,5,26,1,1
662,13898,45883,7,23,0,1
432,65464,1215,0,13,1,1
805,17658,70214,4,90,1,0
655,61184,68226,3,3,1,1
419,44337,73008,3,29,1,1
988,65597,69209,1,66,0,0
455,278,3078,9,64,0,1
160,86106,9522,0,28,1,0
523,17218,43726,5,87,1,0
650,22716,89333,6,36,0,1
969,898,56274,4,6,0,1
590,7701,96456,7,11,1,1
77,25463,37843,8,38,0,0
509,2895,70561,1,34,0,1
441,97562,57299,3,81,0,0
254,45364,29530,8,67,1,1
921,72933,28934,4,46,1,1
770,3184,24535,2,98,1,1
320,95965,87312,5,86,1,1
803,76746,55897,2,29,1,0
263,831,43654,4,60,0,1
597,1229,54655,2,54,0,1
658,28122,85450,5,93,0,1
835,1705,14816,9,69,1,1
554,77606,60361,4,74,0,0
374,44230,27628,8,74,1,0
637,29365,2095,2,9,1,1
167,32430,22514,5,85,1,0
937,68569,13944,7,77,1,1
753,15287,36759,6,10,1,0
459,25891,15622,5,75,1,1
999,90536,74134,1,68,0,0
280,70710,42422,6,58,1,0
700,92062,67738,7,95,0,0
302,39967,8624,0,52,1,0
531,993,30946,8,34,0,0
580,99794,73743,3,35,1,1
218,19873,60196,7,33,1,0
102,4339,83904,9,72,0,1
554,20963,47803,6,32,1,1
288,51515,24499,9,55,1,1
167,69068,75260,6,97,0,1
621,60530,92762,1,8,0,1
36,1615,88767,0,46,1,1
744,97306,48691,3,14,0,1
741,14705,20814,1,98,0,1
353,56340,35977,7,8,1,1
676,5686,84206,9,71,0,1
899,31286,78118,6,77,1,1
73,27028,99954,7,54,0,0
648,98364,59236,5,21,1,1
353,83187,33514,0,96,1,1
891,87129,86676,8,75,1,1
70,20811,79043,5,14,0,0
425,55062,45568,9,75,1,0
999,20139,98941,0,2,0,1
708,36661,79802,0,98,1,0
781,75583,72208,7,61,1,0
561,97971,98638,5,17,1,1
828,81495,92608,7,78,0,1
642,88758,46935,7,89,1,0
956,1677,63433,7,48,1,0
517,28450,42564,9,91,0,1
428,33898,23023,6,8,1,1
539,97534,61955,6,56,1,1
160,81517,67545,9,17,0,1
149,10885,98484,3,69,0,1
776,72327,67719,8,12,0,1
230,62057,46246,1,38,1,0
712,65531,60132,8,18,0,1
562,17397,17240,9,26,1,1
67,71994,2770,2,95,1,0
812,63872,36619,1,37,0,1
381,19681,44612,3,70,0,1
58,55292,57911,4,41,1,0
259,1562,14791,1,79,0,0
342,64273,34362,0,42,0,1
838,15611,54992,9,90,1,0
130,76206,25695,4,76,0,1
727,48765,57307,8,41,0,1
172,44514,33540,4,47,0,0
770,81110,8730,9,14,1,1
614,72673,31350,8,1,0,1
209,93765,94434,9,17,0,1
803,13486,98848,5,97,1,1
354,54560,77618,2,55,1,0
471,6321,74291,3,93,1,0
798,23574,64891,3,53,1,1
116,21145,84218,0,31,0,1
264,91419,63853,2,62,1,1
662,5022,60620,2,8,1,1
812,22806,4108,0,30,0,1
442,42871,44564,8,77,1,0
548,52435,596,0,80,1,0
453,98115,99867,8,66,0,0
845,53049,23312,0,45,1,1
477,70814,20737,1,18,1,1
287,95658,45327,1,99,0,1
303,15340,82513,5,45,0,0
311,91856,83446,6,19,0,1
208,2816,9984,0,77,0,0
618,16674,68359,2,68,0,1
446,83355,49910,1,83,0,1
670,73817,4861,7,50,0,1
633,44166,73266,8,25,0,1
55,61926,16475,1,38,0,0
912,20313,25318,1,95,0,1
12,72016,30665,9,36,0,1
657,66251,33075,8,68,0,0
400,51006,27173,3,56,1,0
908,563,69826,4,39,0,0
648,32073,1983,8,63,0,1
980,74794,68522,5,7,0,1
515,20751,49729,9,58,0,1
656,68794,64270,8,80,0,1
542,20108,74589,8,59,1,0
237,70574,8481,6,48,1,0
279,38285,23338,9,5,1,0
348,88024,13895,8,87,1,0
627,74517,96064,4,36,0,0
104,71239,63099,4,96,1,1
630,35080,50007,7,88,1,1
517,22604,9738,9,25,0,1
980,55070,70567,3,45,1,0
872,16866,42723,8,92,1,0
248,94022,38592,6,19,0,1
364,11795,26511,6,7,0,1
321,17896,20634,2,58,1,1
633,42643,29281,3,81,0,1
286,14659,20096,6,66,1,1
149,33239,72189,4,80,0,1
84,8902,83709,2,39,1,0
966,73943,72766,0,18,1,1
406,40305,29505,6,1,1,0
978,98850,71425,5,63,0,1
456,34259,29030,9,3,0,0
743,11616,17629,6,21,1,0
800,50592,53646,1,30,0,0
161,29186,8042,3,11,0,1
784,30580,7648,1,22,1,1
460,52191,18396,7,57,0,1
550,47866,51116,6,89,0,1
500,38837,97880,0,3,1,0
738,9365,396,1,30,1,1
509,71090,68045,1,88,0,1
654,91817,60080,3,45,0,1
804,15486,56882,2,36,0,0
481,37525,34329,0,87,1,0
663,43354,96482,1,72,0,1
114,89963,53544,8,64,0,1
749,53734,35136,0,54,0,1
578,86817,39422,8,68,0,1
361,47762,27267,6,50,0,0
341,87088,51767,1,31,0,1
770,99387,94627,1,29,1,1
987,87627,83437,4,59,1,0
761,75552,51568,4,36,1,1
969,10243,72994,3,77,0,1
449,91491,53184,9,73,0,1
843,15681,63238,9,85,1,0
835,67543,22688,2,67,1,0
180,29524,63001,3,89,1,1
702,88944,17771,9,89,1,1
407,42084,83138,3,76,1,0
666,41605,90764,1,93,0,0
196,62799,31745,4,11,0,0
466,27057,7737,4,11,0,1
311,25564,760,4,26,0,0
262,23749,7022,9,53,0,0
419,42165,93797,0,14,1,0
406,92761,44821,5,64,1,1
939,34858,57356,1,80,0,0
143,5696,69606,6,10,1,1
342,16474,69043,3,31,0,1
316,3875,27943,4,95,0,1
101,27488,9146,4,36,1,1
244,21129,89436,4,10,0,0
490,84081,64085,1,26,0,1
12,53739,80183,4,20,0,1
239,14745,97025,2,44,1,1
561,31205,30446,3,62,1,0
42,13768,88384,1,73,0,0
678,16060,91484,3,79,0,0
594,11457,53626,8,9,1,0
429,64704,73243,7,71,1,1
803,51896,36887,2,90,1,1
158,15904,33683,0,24,1,1
216,14726,12663,0,12,0,0
670,28232,46160,5,60,0,0
462,8051,33790,2,84,0,0
134,6549,94812,3,78,1,1
67,19165,15025,0,86,1,1
848,9230,86887,7,16,0,1
7,89460,83284,0,29,1,0
948,62387,20208,4,32,0,0
526,51802,76615,5,83,1,1
73,37093,68358,1,35,0,0
399,31975,5455,6,43,0,1
405,6154,46169,6,96,0,1
675,99909,94435,0,53,0,0
578,48617,54571,3,20,1,1
859,76468,32805,3,84,0,1
130,29770,44009,4,8,0,1
931,49212,88706,0,99,0,1
466,88488,53839,0,42,0,1
206,89256,76920,6,77,1,0
788,28407,87373,8,70,0,1
978,67187,23341,0,16,0,0
768,48022,27514,1,69,1,1
266,63180,50918,5,53,0,0
537,93448,20995,5,45,0,0
962,79435,92407,1,51,0,0
793,26412,62509,8,98,0,1
253,67085,55424,3,6,1,0
822,57708,67020,6,33,1,1
289,90062,53655,5,79,1,1
164,40377,65553,2,15,1,0
95,31651,22789,7,14,1,0
782,89913,64456,6,39,1,1
833,56697,93111,8,63,0,1
110,45312,8352,2,5,0,1
336,9737,30944,0,90,0,0
822,43358,95787,1,81,0,1
238,35793,23465,0,52,1,1
381,9924,6126,4,16,0,1
436,27050,98403,9,99,0,1
899,23588,28623,1,38,1,1
483,315,10582,2,53,0,1
937,11623,48988,7,87,0,1
902,76000,50210,9,77,1,1
25,68789,90744,4,97,0,1
653,23934,593,3,93,0,1
117,34574,56294,4,53,1,1
482,43166,82101,9,46,0,1
392,99971,39867,5,98,0,0
917,10500,29650,6,98,0,1
994,10445,13933,8,91,0,1
964,33996,3070,0,15,0,1
537,85530,98415,3,59,1,1
79,28999,95594,8,50,0,1
580,28329,82781,4,9,0,0
173,5683,49277,7,26,0,1
956,4997,67442,0,3,1,0
12,71637,71300,3,47,1,1
800,4667,61601,8,5,1,0
128,74907,29000,0,62,0,0
608,77339,14226,0,84,0,1
92,13429,70790,3,84,0,0
653,71892,87844,2,5,0,0
543,328,79403,6,10,0,1
846,90382,85679,2,80,1,0
532,82314,48094,0,63,0,0
658,37152,67161,9,25,0,0
989,57869,99164,1,44,1,1
828,46132,17078,9,25,1,1
447,88821,56444,3,30,1,1
390,33786,46748,0,14,1,1
672,77081,1155,0,86,1,0
861,98902,75682,7,43,0,1
43,63361,81314,6,28,0,0
254,2909,44976,7,94,0,1
130,41885,92260,3,19,0,1
60,36647,38825,5,42,0,0
663,42918,5355,2,20,1,0
467,72027,75047,7,99,0,1
287,65781,53480,3,86,0,1
517,79565,53433,2,79,1,1
467,89962,42559,3,11,1,1
930,95627,36263,5,54,0,1
778,37433,34071,6,98,0,0
345,16676,96871,6,24,1,1
642,39505,65249,3,70,0,0
382,94100,84830,7,17,1,1
779,73879,19576,6,28,0,1
690,31701,68680,1,50,1,0
253,68046,86693,7,95,1,1
927,67456,69150,8,55,1,0
56,52216,75626,4,73,0,0
463,62994,7607,3,10,1,1
457,34735,70493,3,21,1,0
983,7565,12218,3,58,0,1
83,56854,50629,5,34,0,1
905,98075,68782,3,95,0,1
99,92950,92037,6,93,1,1
149,85219,54276,6,43,1,1
329,92791,91813,4,11,1,1
156,38971,4514,4,33,0,1
190,62974,83130,9,58,0,0
494,77833,86073,7,46,1,1
883,29611,62237,6,61,0,0
263,81060,4037,6,62,0,1
80,48921,36831,5,1,1,1
400,65876,86962,6,21,1,0
764,70267,38765,6,62,0,0
609,75235,74610,9,64,1,0
260,44562,17600,1,87,0,0
772,61482,1850,9,73,0,1
615,90294,65118,1,56,1,1
552,32674,4127,9,1,1,0
785,42010,5845,6,21,0,1
101,73631,61831,9,22,0,0
359,25286,87084,6,54,1,0
380,94881,28551,6,4,0,0
820,22913,93843,4,65,0,0
221,78912,71574,0,51,0,0
820,85625,61636,1,74,0,1
420,78382,12250,8,63,0,0
124,18657,13506,7,15,1,0
422,28160,19881,7,36,0,1
231,58966,57517,9,29,0,0
690,72204,18425,0,52,1,0
63,84677,68784,5,46,1,1
485,6180,94515,8,69,1,1
628,13954,73569,7,29,0,1
703,67795,9536,2,47,0,1
574,27125,17769,3,91,1,1
768,53082,72110,2,25,1,0
483,41181,76864,5,80,1,0
519,4468,99174,8,16,1,0
155,99721,1943,7,89,1,1
92,27194,65709,9,41,0,1
982,46140,50912,3,65,1,1
526,66866,16159,1,69,0,1
455,83153,86369,7,20,0,1
741,24091,40868,7,69,1,1
598,1401,25495,5,36,1,0
645,28710,20302,7,93,1,1
510,81563,13373,8,98,1,0
183,34778,48989,0,58,1,0
386,24566,98735,8,48,0,0
574,80540,73148,1,82,1,1
731,40975,93867,0,2,1,1
405,26181,88910,7,80,0,1
246,24454,45610,7,29,1,1
742,93397,88045,3,97,1,1
591,18400,70749,7,16,1,0
661,64484,2981,6,35,0,0
650,95127,46013,1,62,1,1
471,60992,84885,4,81,1,0
826,35625,65137,9,4,1,0
888,26632,62557,3,68,1,1
423,6564,35443,2,51,0,0
901,16662,62489,0,89,1,0
65,55614,78350,4,33,0,1
13,74319,8756,9,78,1,0
213,32734,5841,7,24,1,1
986,160,16761,8,75,1,1
242,9369,97191,6,25,0,1
493,63243,28790,0,28,1,0
213,23165,32933,0,7,1,0
693,2995,71340,0,36,0,0
338,80959,77811,1,10,1,1
997,12452,57241,0,36,1,0
173,49837,78332,3,95,1,0
672,96526,39123,9,83,1,1
164,32116,40309,8,18,0,1
465,61404,93690,3,6,0,1
995,12062,86712,3,92,0,0
497,33402,80622,6,7,1,1
700,85482,14540,8,12,1,0
395,4111,8060,6,41,1,1
703,19882,22562,0,63,1,1
917,67791,17921,0,98,0,1
308,39825,57872,3,25,1,1
768,9296,27358,3,81,0,0
183,43559,92989,0,53,1,0
629,87345,89052,5,33,1,0
794,78963,62624,9,87,0,1
510,32869,22215,1,73,1,0
708,24800,46533,4,6,0,1
546,80456,90604,7,62,0,1
564,76527,88367,2,66,1,0
624,5369,88421,8,9,0,1
764,43980,79464,6,67,0,1
594,8420,70177,8,16,1,0
744,49689,40744,0,89,0,0
227,76376,62743,4,88,0,1
745,35997,13411,2,93,1,0
733,58665,30631,3,55,0,1
436,31030,14688,3,40,1,0
925,57333,49516,6,26,0,1
422,82921,12480,9,38,1,1
554,14480,42745,7,35,1,1
21,76996,17918,9,87,1,0
554,71034,30957,4,68,1,0
397,55930,21811,9,59,1,1
625,5629,5197,6,14,0,0
105,94698,28493,2,47,1,0
192,83087,22176,2,71,1,0
17,49278,84374,2,72,0,1
120,7037,57709,3,42,1,0
393,39986,29417,5,51,0,0
425,49799,58580,4,19,0,0
129,76496,7144,7,66,1,1
130,90778,71133,4,47,0,1
572,25379,55586,4,65,0,1
560,38206,55262,9,42,0,0
29,79837,79387,1,38,1,1
97,40644,29982,4,13,0,0
10,9097,54178,6,44,1,0
242,85811,58834,1,24,1,1
826,40960,43926,5,96,0,0
956,3325,88085,6,30,1,1
232,59570,44128,4,70,0,0
789,63756,51431,8,38,0,0
284,51980,99038,3,97,1,0
715,61178,32643,9,23,1,0
759,88746,29462,0,74,1,0
802,76390,27415,7,57,0,1
776,56733,27846,7,79,0,1
955,26755,10157,6,23,0,1
726,43701,43015,7,36,1,1
200,3214,21161,1,57,0,0
945,26602,51470,2,1,0,0
79,49868,34257,8,72,0,1
913,48228,11422,0,3,0,1
956,20128,69912,7,14,1,0
855,55665,77942,7,81,0,1
856,83223,34117,6,34,1,0
173,35433,56892,4,70,0,0
467,3274,27842,3,69,0,1
